,Label,clean_text,String,encoded_label
3541,negative,y ampun pnyanyi dangdut tenar songong bangt bacotnya ingin cari sensasi kmpungan bangt deh amit amit bool ko di instastory,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,0.0
3542,negative,waaaaoooo sopan bahasami kelasmu heeeehh yang repot ama hidup kamu siapahh elu live nampilin hal2 tidak yang nggilanikk menjijikkan diliat orang ya pantes dikomen kalau tidak mau dikomen videoin pribadi saja nonton kamu ama keluarga kamu rumah tambah niy ertong yang tidak punya attutude kampungan,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,0.0
3543,negative,norak sih mirip tidak malunya kalau bilang terserah ya sudah simpan fotonya tidak dibagi kesemua orang dipamer ke mana resikolah dinyinyiri orang insecure sekali kudu ya pamer2 begitu biar orang ngerti kalau si mbaknya sudah py pacar yang dipamer2 pantatnya kampung sangat,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",0.0
3544,negative,kok marah sehhh dasar wanita kampungan,Koq marah sehhh???dasar wanita kampungan...??,0.0
3545,negative,kampungan artis yang numpang tenar gara2 mukanya katy perry doangö,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,0.0
3546,negative,susah kalau artis kampung,Susah kalo artis kampung,0.0
3547,negative,ah min saya lama2 tidak suka akun nih berita nya basi kamu liat min si kellen amora datang pakai jingkrak2 kamu saring min biar berita nya tidak blunder kamu posting itu kd sudah posting videon kellen ma amora joget2 ma si arsya arsyi,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",0.0
3548,negative,username iya kamu bening kelewat bening buluk ya mbak mbaknya telan apasih komen kaya gini kesurupan," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",0.0
3549,negative,sekeluarga ngefans kagum lihat username nya deh lihat anak nya yang jelek buluk username hermansyah username kutuk yang menimpa bunda kd untung allah swt menggantikan amora adik nya gemezzzzzzz lihat nya cocok sekali anak artis class bunda kd,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",0.0
3550,negative,memang dasar si anak nya saja yang lebay urusan pribadi umbar biar blow up hadehh gunanya whatsapp sms or telp suka aneh,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,0.0
3551,negative,coba liat bibir mu sayang pantat ayam wajah mu bulukan kentut perfectoooo,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",0.0
3552,negative,gagal fokus dengar suaranya kok jengkel ya dengernya sorry hanya manusia kalau jengkel,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,0.0
3553,negative,muljem bicara tidak blepotan tidak nyadar hidup enak saja pakai rebut laki orang,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",0.0
3554,negative,lucu ya si yang bikin kata2 bawa2 tuhan sudah kepepet tidak tahu orang yang merusak rumah tangga orang merobohkan bangunan masjid mbak nya bayangin saja nya dosa mu nasi sudah jadi bubur mba nya semoga bahagia dunia,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,0.0
3555,negative,iyah benar merubah pandangan tuhan elu setan mikirrrr suami majikan diembat,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,0.0
3556,negative,gilingan mulan jalang lagi kasih ceramah hahahaha dasar cireng tidak tahu tidak ngaca si cireng lagi ceramah sok2 seperti pahlawan kesiangan biar berteman ama sekuter seperti selpii,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,0.0
3557,negative,ya pandangan tuhan kamu jelek sih saya perebut suami orang tuh mulia dimata tuhan,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",0.0
3558,negative,karena sejatinya kamu setan berwujud manusia karena pekerjaan setan ya menggoda manusia,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",0.0
3559,negative,tidak mba username baca netizen yang menyesal tidak bisa nimpuk telur si mulan saya saja tertawa bacanya karena terwakili ya ngapain buang2 waktu ketemu orang tidak mutu dengan si mulan masih untung nyempet2in bisa nuli biar nyadar tuh pelakor tidak harga mending ketemu orang baik2 seperti bunmai ketularan aura positifnya,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,0.0
3560,negative,editanx paraaaahh oplas saja laaah nyai daripada ngedit2 gn hahaa kan maluuu,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,0.0
3561,negative,jelek lecek bantet,"jelek,lecek,bantet ??????",0.0
3562,negative,gini pengen tenar ya ampuuun malu kalau anaknya yah kasihan,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,0.0
3563,negative,heran saya mak username kenapa saja pakai ma an v pesbu r nya bederet skandal bertubi2 tidak malu nya muka tembok tidak faedah nya nonton acara yang si manusia kardus,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",0.0
3564,negative,wey orang goblok bedain vape shisha sama rokok kamu merokok pakai acara tidak ngaku,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",0.0
3565,negative,jijik liatnya kaya ulet bulu kluget2 begitu hihihi sampai sgitunya pengen terkenal,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,0.0
3566,negative,jablay anjir mukanya murahan bangetttt najisss,Jablay anjir mukanya... Murahan bangetttt najisss,0.0
3567,negative,username alycia iya sist jijik sekali saya liatnya sok suci ngatain orang kalau saya sih malulah artis papan otak tidak fikir kalau bicara ketauan sangat tidak ada wibawanya kalau memang nyadar tahu berkomentar manusia tidak ada yang," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",0.0
3568,positive,sabar yaa insya allah pembuka pintu syurga penghalang api neraka orang tuanya,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,1.0
3569,positive,lagu barunya mbak tata kisah rumah tangga mbak tata mbak tata benar-benar sayang get suaminya syukur baikan semoga awet,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,1.0
3570,positive,yang komen si mbak tidak sedih ketawa2 ya iyalah kalau sudah disakiti sama pasangan sampai berlarut2 ngapain sih sedih sampai depresi serahin sama allah saja bawa happy saja mski sakit si mba senyum2 wajahnya tetapi hatinya tahu senyumannya bisa jadi menetralisir kondisi hatinya yang lagi terpuruk pepatah bilang kalau bahagia jangan trllu bahagia kalau sedih jangan trllu sedih diimbangi saja biar tidak gila,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",1.0
3571,positive,suka sekali pasangan semoga gigi raffi keluarga sakinnah mawaddah warrahmah semoga pihak2 memisahkan jodoh maut memisahkan amin,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",1.0
3572,positive,jemima anak angkat celine eleeya anak hubungan celine dirly terharu tahu jemima anak panti asuhan rawat wajar stefen pilih celine karena hatinya,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",1.0
3573,positive,lucu yang bilang stefan menghabiskn muda wkwk umurnya mah tidak muda mukanya saja yang baby face bersyukur bonus celinenya dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas itu deh susah mengambil keputusan kaya stefan tipical cowok yang tnggung jwabnya,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,1.0
3574,positive,yang bawa2 keenan raisa sudah berbahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita seumurannya memikirkan jadi saya raisa hamish sama2 beruntung sepasang suami istri tidak tuh gagal move on so congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,1.0
3575,positive,raisa cantik yaaa artis tidak menonjolkan kalau nikah tuh mewah sudah cantik sederhana sempurna sangat,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",1.0
3576,positive,karena orang syudah cantik tidak dandan heboh untuk membuatnya cantik makeup simple begitu saja mempesona bikin hamish klepek2,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",1.0
3577,positive,bagus mencari ilmu di mana pun suaminya orang berpendidikan,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,1.0
3578,positive,sukak cewek cantik kmauan blajarnya,Sukak cewe cantik dan kmauan blajarnya tinggi ???,1.0
3579,positive,yaampun artis benar benar good attitude layak panutan saja kuliah negeri tetapi karena baktinya suami pilih kuliah wilayah suaminya salut sekali,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",1.0
3580,positive,semangat batman username va support karena manusia kesalahan tolong bahas pliis karena sudah 2,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",1.0
3581,positive,username y sudah salam kenal y mbk senang kenal sama mbk sebagai manusia ingatkan y sebagai manusia harus tahu jangan sombong yang digedein mentang2 sudah jadi artis haha y sudah mbk cabut ja y dari komen di foto ni nnt jadi korban dia sel, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,1.0
3582,positive,keren yaaa kesederhanaannya terpancar sukak sama keluarga presiden,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",1.0
3583,positive,presiden embel gelar bangga,"Seorang presiden tanpa embel"" gelar .. bangga sekali",1.0
3584,positive,proud of you indonesia god bless indonesia,Proud of you Indonesia. God bless Indonesia,1.0
3585,positive,amazing sangat miss national costume kereenn bangga ama budaya indonesia,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,1.0
3586,positive,bangga pastinya,Ikut bangga pastinya ??,1.0
3587,positive,proud of you kak dea patut dibanggakan,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,1.0
3588,positive,suka sangat sama pidatox dia pembawaanx begitu elegan n brwibawah pntas memang dia mdptkan salut,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,1.0
3589,positive,percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,1.0
3590,positive,username m mba saya juga tidak benci nikmir salut ama tidak muna artis maaf image saja depan sok sok teraniaya n jual air mata nikita real sygnya msyarakat cendrung yang yang superfisial," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",1.0
3591,positive,cantik alami bedak tebel gaya bak tante2,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,1.0
3592,positive,cantik gagah mudahan lancar dampe h,Cantik dan gagah mudahan lancar dampe hari h,1.0
3593,positive,cantik penampilannya dewasa sesuai mukanya cantik indonesia classy ayu ayu gimana begitu,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",1.0
3594,positive,lcb cantikk lcb beruntung dapat duren duren beuntung dapat neng lcb sakina mawaddah warahmah amin,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",1.0
3595,positive,ganteng berseragam ganteng panutan keluarganya semoga anak memiliki fisik elok mahluk allah ni,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",1.0
3596,positive,beruntung sekali deh mba username dapat mas username ganteng sholeh sayang keluarga suami idaman sekali semoga keluarga samawa,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",1.0
3597,positive,semoga mas agus pemimpin salah pemimpin yang sukses sukses dalam memimpin dalam rumah tangga,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,1.0
3598,positive,dear bapak username cara berpakain bapak mencerminkan kepribadian bapak yang sangat lembut tetapi gagah semoga bapak username kelurahan dalam lindungan allah swt salam hormat dari yang mengagumi bapak,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",1.0
3599,positive,sukses kak ayu semoga senantiasa naungan allah swt sehat amin,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",1.0
3600,positive,semoga kesehatan umur yah nek muda sekali cantik mashaallahhh,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",1.0
3601,positive,terima kasih username keluarga memilih plataran darmawangsa acara keluarga staff plataran darmawangsa terkesan menunggu kedatangan keluarga sehat keluarga amin amin ya rabbi,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,1.0
3602,positive,salam dirgantara terima kasih mendukung menyebarkan awareness terkait program pesawat r80 semoga momen emas titik kebangkitan industri pesawat terbang indonesia berjaya eyang habibie yuk satukan langkah terbangkan pesawat r80 langsung klik link bio yaaa,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",1.0
3603,positive,semangat ya eyang habibie sehat dalam lindungan allah ambisinya kuat dalam kereeeennnnn semoga banyak penurus2 bangsa seperti eyang habibie,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",1.0
3604,positive,memiliki cucu2 kebahagian yang ternilai cucu sebagai generasi penerus bangsa,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",1.0
3605,positive,wahhh kerenn tempatnya bagus bernostalgia bersmaa keluarga,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,1.0
3606,positive,cantik ganteng ganteng sehat bu ani sekeluarga,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,1.0
3607,positive,barakallah cucu2 yang cantik ganteng semoga anak yang sholeh sholeha kebanggaan kelg,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,1.0
3608,positive,bu username cucu bikin hati gembira ngangeni kadang kangen keceriaan salam kangen cucu2 tercinta,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,1.0
3609,positive,lucu ganteng parah gede pinternya tidak ketulungan salam hormat bu,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",1.0
3610,positive,terima kasih sby ani yang menemani beliau kontribusinya yang indonesia 10 memimpin semoga bahagia sehat amin,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,1.0
3611,positive,caption kali membaca captionnya langsung belajar bahasa inggris terima kasih personal tidak mengenal anie tetapi betapa bangganya anak cucumu didik generasi bangsa mandiri unggul sehat semoga cinta kasih keluarga engkau tebarkan,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,1.0
3612,positive,assalamualaikum terhormat salam sekeluarga banda aceh membanggakan keluarga membahagiakan nya sikap etika perilaku keluarga sungguh bijaksana mas agus suami mencalonkan presiden beliau bangga salam hangat perkenalan keluarga ya bu darmanto rapi photo studio,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",1.0
3613,positive,senang liat n bapak sby menikmati tua brsama cucu tercinta sehat terus ya memo n pepo allah swt melindungi memo n pepo n kelurahan kisss,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",1.0
3614,positive,semangat mebangun indonesia yang maju jokowi,Semangat mebangun indonesia yg lebih maju pak jokowi ????,1.0
3615,positive,artis berkualitas wajahnya itulohhh berkualitas sangat hihi cantik bangetsss top deh tidak pakai drama gimick idupnya hihi tajir tetapi sederhana,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",1.0
3616,positive,mba via sptnya siyok kejamnya dunia artis an mudah2an tetap sabar tetap berkarya dengan,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,1.0
3617,positive,suka via orang nya jujur kaga gimmick2an hidupnya hitam ya hitam putih ya putih kalau bicara blak2an kalau tidak suka dia bicara jadi tidak pura2 saya sekali sih tidak munafik seperti ajaran orangtua saya suka senyum kepalsuan tidak kaya artis yang onoh noh yang mulutnya lebar kya gorong2 tukang ngibul munfik sangat kalau wartawan juga perilaku ama omongan tidak balance,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",1.0
3618,positive,go a head via cuekin saja sudah pergaulan dunia kerja masyarakat pergaulan ertong yang gatal bin sirik kalau liat orang sukses anggep saja kuman tidak dibikin status kesenengan bahan ngetawain tidak,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",1.0
3619,positive,gagah kali abang borisq kalau tidak baca nmx bner2 tidak ngeh kalau itu bang boris,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,1.0
3620,positive,weewww bangga kali aku liatnya bang username pakai baju adat karo syip,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip,1.0
3621,positive,bagus sekali baju pengantinya happy weding,Bagus banget baju dan pengantinya happy weding,1.0
3622,positive,masyaallah bagus sekali,MasyaAllah . bagus banget ..,1.0
3623,positive,gileee suaraaanyaa kereen parah sukak,Gileee suaraaanyaa.. kereen parah.. sukak,1.0
3624,positive,keren dari penyanyi aslinya,Lebih keren dr penyanyi aslinya,1.0
3625,positive,kereeeeeeeeeeeeeeennn sampai merinding brrrrr,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,1.0
3626,positive,yatuhan suaranyaaaaaaa bagus bangetttttttt,Yatuhan suaranyaaaaaaa bagus bangetttttttt,1.0
3627,positive,keren suaranya super merdu coba audisi nyanyi bakatnya bisa tersalurkan,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",1.0
3628,positive,bagus daripada artis yang modal tampang saja padahal suara jelek lebih baik mas yang nyanyi memang dasar nasib orang yak tidak yang tahu semoga masnya sukses,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,1.0
3629,positive,dgrin sampai bulu kuduk saking bgusnya masyaallah apik sangat suaranya,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",1.0
3630,positive,subhanallah tergetar hati dengar suara nya,Subhanallah tergetar hati dengar suara nya,1.0
3631,positive,allah suaranya bagus sekali cantik orangnya idaman cowok,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,1.0
3632,positive,bagusss suaranya penampilannya sesuai anak sekolahan natural sesuai usia nya,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",1.0
3633,positive,kerennnn suaranya bagus,Kerennnn suaranya bagus,1.0
3634,positive,cantik polos kelihatan berbakat semoga sudah tenar gek selebgram tidak kaya2 si mba novilda ya dek yang kehilangan arah tetaplah cepat tumbuh dewasa asahlah bakat allah bless you both,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",1.0
3635,positive,bagus iniii tidak kaya yang ingin terkenal rambut alus2in dulu muka makeup dulu biar dikamera keren hahaha kalau benar benar kelihatan lagi lelahnya habis pulang sekolah,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",1.0
3636,positive,ulang berkali kali sampet tidak percaya kalau suara aslinya bagus sangat,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,1.0
3637,positive,alhamdulillah kidz zaman niw yang berkarya sewajar seumurannya yang sok gede,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,1.0
3638,positive,aduhh kerennnn suaranya enak nge jazz2 gimanaa begitu muka mah saja nanti kalau sudah tenar muka mengikuti hahahahahaha skill dulu nomor 1 batu abege jaman now,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,1.0
3639,positive,kereeen nih enak sangat didengernya tidak bosan putar ulang2 yang lipsing2 tidak jelas joget2 begitu,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,1.0
3640,positive,waduuhhh kereeen bangeeet dedek2 emeesh,waduuhhh...Kereeen bangeeet dedek2 emeesh,1.0
