,Label,String,clean_text,encoded_label
720,positive,"Gerindra Klaim Dua ""Tanda Baik"" Prabowo Bakal Jadi Presiden 2positive2positive #PrabowoPemersatu #IkutPakde Prabowo Subianto",gerindra klaim tanda prabowo presiden 2positive2positive prabowopemersatu ikutpakde prabowo subianto,1
721,negative,Ada pak prabowo RT @rrrabz: @tanyarlfes anjir mana cf guacowo semua....,prabowo rt rrrabz tanyarlfes anjir cf guacowo,0
722,positive,"Data sementara hari ini Tgl 26-positive3-2positive23, setelah kami presentasikan hasil survey Persaiangan pak Anies Baswedan dan pak Prabowo sangat ketat tapi masih unggul pak Prabowo🥳 #prabowo @prabowo 🇮🇩 #Pengamatcapreswarungkopi 34,3% 2positive,7% 33,negative%",data tanggal 26 positive3 2positive23 presentasikan hasil survey persaiangan anies baswedan prabowo ketat unggul prabowo prabowo prabowo pengamatcapreswarungkopi 34 3 2positive 7 33 negative,1
723,positive,Dasco Ajak Kader Gerindra se-Sultra Menangkan Prabowo Sebagai Presiden #PrabowoPemersatu #IkutPakde Prabowo Subianto Translate Tweet,dasco ajak kader gerindra sultra menangkan prabowo presiden prabowopemersatu ikutpakde prabowo subianto translate tweet,1
724,positive,"“Saat kau di atas ingatlah yang di bawah. Karena nanti kau ke bawah mereka akan menyapa kalian. Kalau di atas jahat, mereka tak akan lupa,” Kata Prabowo.",kamu ingatlah kamu menyapa jahat lupa prabowo,1
725,positive,Berita Loyalis: PM Malaysia Anwar Ibrahim Terang-terangan Sanjung Prabowo Subianto di Depan Jokowi -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,berita loyalis pm malaysia anwar ibrahim terang terangan sanjung prabowo subianto jokowi prabowountukindonesia bangkitbersama setyoko2positive24,1
726,positive,Dasco Ajak Kader Gerindra se-Sultra Menangkan Prabowo Sebagai Presiden #PrabowoPemersatu #IkutPakde Prabowo Subianto,dasco ajak kader gerindra sultra menangkan prabowo presiden prabowopemersatu ikutpakde prabowo subianto,1
727,positive,"Pak Bowo Mode Kerja vs Mode Santai😎 Ternyata Pak Bowo pecinta kucing guys, siapa nih yg sayang kucing jugaa? Tulis di kolom komentar yaa🫰🏻 #gerindra #prabowo #indonesia #partaigerindra #prabowosubianto #dpr #prabowopresiden #dprri #gerindramenang #gerindraindonesia #dprd",bowo mode kerja vs mode santai bowo pecinta kucing guys nih yang sayang kucing jugaa tulis kolom komentar yaa gerindra prabowo indonesia partaigerindra prabowosubianto dpr prabowopresiden dprri gerindramenang gerindraindonesia dprd,1
728,positive,"""Jadi nampaknya Megawati akan jadikan kasus KTP-el untuk tidak restui Ganjar capres PDIP, meski belakangan Jokowi masih mencoba usung Ganjar dengan mempertemukan Prabowo di sawah,"" ujar Muslim.",nampaknya megawati jadikan ktp el restui ganjar capres pdip jokowi mencoba usung ganjar mempertemukan prabowo sawah muslim,1
729,positive,Menhan Prabowo juga menekankan akan terus berjuang untuk peningkatan alpalhankam dan kesejahteraan prajurit. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,menhan prabowo menekankan berjuang peningkatan alpalhankam kesejahteraan prajurit prabowo subianto prabowountukindonesia bangkitbersama,1
730,positive,Said mengatakan bantuan dari Yayasan Prabowo Subianto Djojohadikusumo merupakan wujud kepedulian Prabowo terhadap umat Islam. Dia mengapresiasi Prabowo. #PrabowoPeduli #kerjasama,said bantuan yayasan prabowo subianto djojohadikusumo wujud kepedulian prabowo umat islam mengapresiasi prabowo prabowopeduli kerjasama,1
731,positive,"Sindir Prabowo Subianto dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",sindir prabowo subianto ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowountukindonesia bangkitbersama setyoko2positive24,1
732,positive,"Breaking News : Sindir Prabowo Subianto dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUntukIndonesia #BangkitBersama #Prabowo",breaking news sindir prabowo subianto ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowountukindonesia bangkitbersama prabowo,1
733,negative,"Hoaks! Duet Prabowo Subianto dan Ganjar Pranowo Bikin Gempar, Resmi Diusung Jadi Capres-Cawapres 2positive24 Keramat 2 Lyodra Klitih Beauty and the Beast",hoaks duet prabowo subianto ganjar pranowo bikin gempar resmi diusung capres cawapres 2positive24 keramat 2 lyodra klitih beauty and the beast,0
734,positive,"Gerindra Klaim Dua ""Tanda Baik"" Prabowo Bakal Jadi Presiden 2positive2positive #PrabowoPemersatu #IkutPakde Prabowo Subianto",gerindra klaim tanda prabowo presiden 2positive2positive prabowopemersatu ikutpakde prabowo subianto,1
735,positive,"Presiden Jokowi menemui petani yang sedang panen di Kabupaten Kebumen, Jawa Tengah beberapa pekan lalu. Jokowi tak mengajak menteri Pertanian. Ia malah menggandeng Menteri Pertahanan Prabowo Subianto dan Gubernur Ganjar Pranowo. Silahkan kunjungi",presiden jokowi menemui petani panen kabupaten kebumen jawa pekan jokowi mengajak menteri pertanian menggandeng menteri pertahanan prabowo subianto gubernur ganjar pranowo silahkan kunjungi,1
736,positive,"Hadiri Undangan Presiden MBZ, Prabowo Subianto Akrab dengan Pemimpin Timur Tengah … #PrabowoPemersatu #IkutPakde",hadiri undangan presiden mbz prabowo subianto akrab pemimpin timur prabowopemersatu ikutpakde,1
737,positive,Ganjar - Prabowo RT @TheArieAir: jika mau menang lawan AB maka PDIP harus jadi satu dengan gerindra itupun belum jaminan menang sebenarnya banyak yg aku mau share ttg politik namun ....malesin banget,ganjar prabowo rt thearieair menang lawan ab pdip gerindra itupun jaminan menang yang share tentang politik malesin sekali,1
738,negative,Siapapun yg bertanding melawan Prabowo dia bakal menang. Maka setiap Pemilu nama Prabowo selalu muncul.,yang bertanding melawan prabowo menang pemilu nama prabowo muncul,0
739,positive,"Breaking News : Pilpres 2positive24, Nasdem dan Demokrat Berang Buntut Pernyataan Kepala BIN ke Prabowo Subianto - Tribun Batam  #PrabowoUntukIndonesia #BangkitBersama #Prabowo",breaking news pilpres 2positive24 nasdem demokrat berang buntut pernyataan kepala bin prabowo subianto tribun batam prabowountukindonesia bangkitbersama prabowo,1
740,positive,"Pilpres 2positive24, Nasdem dan Demokrat Berang Buntut Pernyataan Kepala BIN ke Prabowo Subianto - Tribun Batam  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",pilpres 2positive24 nasdem demokrat berang buntut pernyataan kepala bin prabowo subianto tribun batam prabowountukindonesia bangkitbersama setyoko2positive24,1
741,positive,Prabowo Dampingi Jokowi Lepas Bantuan Kemanusiaan Gempa Turki dan Suriah #PrabowoPemersatu #IkutPakde Prabowo Subianto,prabowo dampingi jokowi lepas bantuan kemanusiaan gempa turki suriah prabowopemersatu ikutpakde prabowo subianto,1
742,positive,Prestasi Prabowo adalah Capres Abadi RT @bengkeldodo: Dan belum banyak juga orang yang mengetahui kiprah #Prabowo yang sangat perduli dgn anak-anak yang berprestasi Pasti ! Berawal dari inj nanti terus berkembang kesemuanya yang berkaitan dengan anak.bangsa Karena memang beliau perduli dengan masadepan anak-anak Indonesia,prestasi prabowo capres abadi rt bengkeldodo orang kiprah prabowo perduli dengan anak anak berprestasi inj berkembang kesemuanya berkaitan anak bangsa beliau perduli masadepan anak anak indonesia,1
743,positive,"Prabowo: Saya Berniat Teruskan Kepemimpinan Pak Jokowi agar Indonesia Kuat, Makmur, dan Jaya #PrabowoPemersatu #IkutPakde",prabowo berniat teruskan kepemimpinan jokowi indonesia kuat makmur jaya prabowopemersatu ikutpakde,1
744,positive,Anies adlh pemimpin yg hebat berkata2 Tidak bohong & khianat @aniesbaswedan @prabowo @Gerindra @andre_rosiade @bumnbersatu @NasDem @PDemokrat @PKSejahtera @abu_waras @SewordTv @psi_id @alisyarief @PDI_Perjuangan @tatakujiyati @musniumar @GeiszChalifah,anies adalah pemimpin yang hebat berkata2 bohong khianat aniesbaswedan prabowo gerindra andre_rosiade bumnbersatu nasdem pdemokrat pksejahtera abu_waras sewordtv psi_id alisyarief pdi_perjuangan tatakujiyati musniumar geiszchalifah,1
745,positive,Viral Momen Prabowo Subianto Hormat ke Luhut dan Guyon 'Izin Duduk' - detikNews  #PrabowoUnggul #BangkitBersama,viral momen prabowo subianto hormat luhut guyon izin duduk detiknews prabowounggul bangkitbersama,1
746,positive,Yang terpenting menurut Menhan Prabowo adalah agar para prajurit harus tetap tangguh dan bangga. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,terpenting menhan prabowo prajurit tangguh bangga prabowo subianto prabowountukindonesia bangkitbersama,1
747,positive,Indonesia membutuhkan kesinambungan (sustainabaility) pembangunan. Dukung Prabowo Ganjar sebagai Presiden dan Wakil Presiden 2positive24-2positive29 #Pilpres2positive24,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar presiden wakil presiden 2positive24 2positive29 pilpres2positive24,1
748,positive,Survei SMRC Maret 2positive23: Wan Abud Alias Yohanies semakin nyungsep. Elektabilitas Hancur. Wan Abud Yohanies Tergusur oleh Prabowo dan tertinggal jauh dari Ganjar Pranowo,survei smrc maret 2positive23 wan abud alias yohanies nyungsep elektabilitas hancur wan abud yohanies tergusur prabowo tertinggal ganjar pranowo,1
749,positive,"Aparat keamanan makin tidak punya wibawa dan harga diri. Saat di lecehkan warga keturunan Yaman. CC @ListyoSigitP @mohmahfudmd @prabowo @YaqutCQoumas RT @MARQUEZ__93: Jendral Bintang 7 HBS Turun Langsung Tutup Tempat Hiburan Malam, Jendral Berpesan Jangan Sampai Membandel Akan Di Ratakan Seperti Kafe De Most, Jendral HBS Sambil Sahur On The Road Menikmati Udara Pagi, Para Budak Dengan Setia Menunggu Sang Jendral Sahur Beralaskan Daun Pisang.",aparat keamanan wibawa harga lecehkan warga keturunan yaman cc listyosigitp mohmahfudmd prabowo yaqutcqoumas rt marquez__93 jendral bintang 7 habis turun langsung tutup hiburan malam jendral berpesan membandel ratakan kafe de most jendral habis sahur on the road menikmati udara pagi budak setia menunggu sang jendral sahur beralaskan daun pisang,1
750,positive,"Orang kayak Prabowo, Ahok, Luhut cocoknya jadi Wapres/Menko, mirip Gajah Mada - Hayam Wuruk. Mereka eksekutor handal, tapi kurang diplomasi.",orang mirip prabowo ahok luhut cocoknya wapres menko gajah mada hayam wuruk eksekutor handal diplomasi,1
751,positive,Sangat tampak Erick Thohir adalah sosok yg sangat menghargai senioritas. Erick mengaku senang bisa berdiskusi dengan Prabowo. Bagaimanapun pengalaman dari para senior sangat penting utk dijadikan sbg bahan pertimbangan utk kita melangkah. #BangkitBersamaET,erick thohir sosok yang menghargai senioritas erick mengaku senang berdiskusi prabowo pengalaman senior untuk dijadikan sebagai bahan pertimbangan untuk melangkah bangkitbersamaet,1
752,positive,Pak Prabowo Subianto Ungkap Keinginan Lestarikan Cagar Budaya di ... - FRAKSI GERINDRA  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,prabowo subianto lestarikan cagar budaya fraksi gerindra prabowountukindonesia bangkitbersama setyoko2positive24,1
753,negative,"Sindir Prabowo dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUnggul #BangkitBersama",sindir prabowo ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowounggul bangkitbersama,0
754,negative,"Terus kalau Dokumen CIA bocor para pendukung Anies berubah pikiran jadi pada milih Ganjar atau Prabowo gitu. Otak pake otak! RT @NgebutMautC84: Dokumen CIA Bocor, Anies Baswedan Disiapkan untuk Jadi Presiden RI, Mahfud MD: Bakalan Gagal di 2positive24  Bkn gagal, tp SENGAJA DIGAGALKAN, DGN CARA MASUK KE RUANGAN KHUSUS di KPK🙈🙊 SPY GAK BISA DAFTAR CAPRES. Betul gak Prof @mohmahfudmd ?",dokumen cia bocor pendukung anies berubah pikiran pilih ganjar prabowo begitu otak pakai otak rt ngebutmautc84 dokumen cia bocor anies baswedan disiapkan presiden republik indonesia mahfud md gagal 2positive24 bukan gagal tetapi sengaja digagalkan dengan masuk ruangan khusus kpk supaya tidak daftar capres tidak prof mohmahfudmd,0
755,positive,"Ini adalah suatu kehormatan yang besar, dan suatu kebanggaan. Saya terima dengan penuh rasa haru dan rasa kebanggaan,” ungkap Menhan Prabowo. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama",kehormatan kebanggaan terima penuh haru kebanggaan menhan prabowo prabowo subianto prabowountukindonesia bangkitbersama,1
756,positive,"Prabowo, dalam kesempatan tersebut, mengatakan ingin berkontribusi dalam program ini saat pertama kali mendengarnya dari BKPRMI. Dia mengatakan senang membantu program pemeliharaan kebersihan negativepositivepositive ribu masjid. #PrabowoPeduli #kerjasama",prabowo kesempatan berkontribusi program kali mendengarnya bkprmi senang membantu program pemeliharaan kebersihan negativepositivepositive ribu masjid prabowopeduli kerjasama,1
757,positive,Boleh nggak sih jika ini di katakan senior & junior di dunia perpolitikan. Prabowo dan @erickthohir bertemu serta berbicara dari hati ke hati ( Kira2 apa ya yg mereka obrolkan 🤔 ) Kepo mode ON 😁 #BangkitBersamaET,tidak sih senior junior dunia perpolitikan prabowo erickthohir bertemu berbicara hati hati kira2 ya yang obrolkan kepo mode on bangkitbersamaet,1
758,negative,"Sindir Prabowo dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih",sindir prabowo ganjar demokrat nilai bawaslu pilih kasih,0
759,negative,"Up...untuk yg kesekian kalinya.. Gmn klo terjadi dgn keluarga kalian ??? @ListyoSigitP @DivHumas_Polri @CCICPolri @Puspen_TNI @mohmahfudmd Cc @jokowi @prabowo RT @ekadwiarianto: @convomfs Kejadian baru kemarin Jum'at pagi habis subuh sekitar jam 5 lebih 2 remaja berboncengan dikejar segerombolan motor didekat Samsat kota Jogja yang satu berhasil lolos & lari tapi temannya jatuh dan langsung dikeroyok , kondisi korban sekarang kritis di RS Sardjito Yogyakarta",up yang kesekian kalinya bagaimana kalau dengan keluarga listyosigitp divhumas_polri ccicpolri puspen_tni mohmahfudmd cc jokowi prabowo rt ekadwiarianto convomfs kejadian kemarin jum at pagi habis subuh jam 5 2 remaja berboncengan dikejar segerombolan motor didekat samsat kota jogja berhasil lolos lari temannya jatuh langsung dikeroyok kondisi korban kritis rs sardjito yogyakarta,0
760,positive,"Guratan keikhlasan terlukis di wajahnya Sejak dulu hanya pengabdian yg ia tahu terlebih kini diusianya yg tak lagi muda Di lubuk hati terdalam, sebelum waktu berakhir @prabowo bertekad mewariskan MATA AIR (kehidupan layak) bagi rakyat bukan AIR MATA (penderitaan) #Prabowo ❤️🇮🇩",guratan keikhlasan terlukis wajahnya pengabdian yang diusianya yang muda lubuk hati terdalam prabowo bertekad mewariskan mata air kehidupan layak rakyat air mata penderitaan prabowo,1
761,positive,Andry.M.R.Laritembun bersama barisan Muda DUAN LOLAT PAPUA BARAT siap menangkan PRABOWO,andry m r laritembun barisan muda duan lolat papua barat menangkan prabowo,1
762,positive,"Prabowo - Ganjar satu putaran! Indonesia damai, Indonesia semakin kuat, Indonesia hebat #Pilpres2positive24 #Prabowo #Ganjar #PenerusJokowi",prabowo ganjar putaran indonesia damai indonesia kuat indonesia hebat pilpres2positive24 prabowo ganjar penerusjokowi,1
763,positive,Mungkin saja  via @indozonemedia,via indozonemedia,1
764,positive,"Jangan samakan Prabowo sama Orang lain Tong, Prabowo di Jelekin sama Wiranto, Agum Gumelar, Hendropriyono, Luhut dll, saja Beliau tetap Santai dan tidak balas dendam kq dan dari dulu Prabowo Tidak pernah mau bermusuhan sesama anak bangsa itu ditegaskan sama beliau sejak dulu 😊 RT @Tan_Mar3M: Blom tentu juga aman kalo PS jadi presiden. Sebab mustahil saja rasanya 2x kena tikung tak menyimpan dendam.. Kalimat legend : Gak takut diculik lu? 🤣",samakan prabowo orang tong prabowo jelekin wiranto agum gumelar hendropriyono luhut dan lain lain beliau santai balas dendam kq prabowo bermusuhan anak bangsa beliau rt tan_mar3m belum aman kalau ps presiden mustahil 2x kena tikung menyimpan dendam kalimat legend tidak takut diculik kamu,1
765,positive,"Berita Loyalis: Prabowo Subianto Optimis Yudo Margono Mampu Pimpin TNI, Ini Alasannya -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",berita loyalis prabowo subianto optimis yudo margono pimpin tni alasannya prabowountukindonesia bangkitbersama setyoko2positive24,1
766,positive,"Breaking News : Sering Diajak Kunker Presiden Jokowi, Prabowo Subianto: Mungkin Beliau ... -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo",breaking news diajak kunker presiden jokowi prabowo subianto beliau prabowountukindonesia bangkitbersama prabowo,1
767,positive,Torang tuama Minahasa ❤️ #prabowo RT @yosephrosario_: Masa Kecil Bersama Keluarga Prabowo #Prabowo #prabowosubianto,torang tuama minahasa prabowo rt yosephrosario_ keluarga prabowo prabowo prabowosubianto,1
768,positive,"Menhan Prabowo Subianto @prabowo telah menerima penetapan Indonesia sebagai tuan rumah ASEAN Defence Ministers' Meeting (ADMM) 2positive23, pada ADMM Retreat dan ADMM Plus ke-9 di Siem Reap, Kamboja, November 2positive22 lalu.",menhan prabowo subianto prabowo menerima penetapan indonesia tuan rumah asean defence ministers meeting admm 2positive23 admm retreat admm plus 9 siem reap kamboja november 2positive22,1
769,positive,“Hari ini saya mendapat kehormatan diangkat menjadi warga kehormatan Korps Marinir. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,kehormatan diangkat warga kehormatan korps marinir prabowo subianto prabowountukindonesia bangkitbersama,1
770,positive,"Breaking News : Putra Semata Wayang Ultah, Prabowo Subianto Unggah Potret Manis ... -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo",breaking news putra wayang ultah prabowo subianto unggah potret manis prabowountukindonesia bangkitbersama prabowo,1
771,positive,"Putra Semata Wayang Ultah, Prabowo Subianto Unggah Potret Manis ... -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",putra wayang ultah prabowo subianto unggah potret manis prabowountukindonesia bangkitbersama setyoko2positive24,1
772,positive,"Ya, Itu betul sekali. Siapapun yg akan jadi presiden berikut-nya harus menjamin keamanan Jokowi sekeluarga. Kalau komunitas-nya nggak perlu dijamin, apalagi buzzer2nya. Apakah Prabowo sudah siap berhadapan dengan rakyat jelata terutama? Lapisan masyarakat yg mudah ditindas! RT @OposisiCerdas: Effendi Gazali Sebut Prabowo Siap Jamin Keamanan Jokowi dan Keluarga, Ada Apa?",ya yang presiden nya menjamin keamanan jokowi sekeluarga komunitas nya tidak dijamin buzzer2nya prabowo berhadapan rakyat jelata lapisan masyarakat yang mudah ditindas rt oposisicerdas effendi gazali prabowo jamin keamanan jokowi keluarga,1
773,negative,"Pndukung Prabowo spt ARB, SDA adl org2 bejad tabiatnya kasar termasuk org ini >&gt; novrinawawi",pndukung prabowo seperti arb sda adalah orang-orang bejad tabiatnya kasar orang begitu novrinawawi,0
774,positive,Kontras menyoroti pernyataan Kepala BIN Budi Gunawan yang menyatakan aura Presiden Joko Widodo pindah kepada Menteri Pertahanan Prabowo Subianto. (((((Aura pindah))))),kontras menyoroti pernyataan kepala bin budi gunawan aura presiden joko widodo pindah menteri pertahanan prabowo subianto aura pindah,1
775,negative,"Nama-nama Lama Masih Jadi Andalan Capres, Ada Ganjar & Prabowo",nama nama andalan capres ganjar prabowo,0
776,positive,"Top News Koran Rakyat Merdeka Sering Ketemu, Prabowo-Erick Sudah Main Hati",top news koran rakyat merdeka ketemu prabowo erick main hati,1
777,negative,"Sekali lagi, cuma ngutip ""...... hanya orang bodoh yang mau ditipu Prabowo berkali-kali"" RT @mihrabku: Saya gak peduli AHY atau Anies. Tapi hanya orang bodoh yang mau ditipu Prabowo berkali-kali.",ngutip orang bodoh ditipu prabowo berkali kali rt mihrabku tidak peduli ahy anies orang bodoh ditipu prabowo berkali kali,0
778,positive,Menhan merasa bangga karena Korps baret ungu memiliki sejarah yang gemilang dalam sejarah Republik Indonesia. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,menhan bangga korps baret ungu memiliki sejarah gemilang sejarah republik indonesia prabowo subianto prabowountukindonesia bangkitbersama,1
779,positive,"Jadi kalau ada hal-hal sangat penting, nanti saya laporkan ke Bapak Presiden dan pasti akan ada tindakan lanjut. Kita bersyukur, dan saya mendengar langsung dari Bapak Bupati semua dapat ditangani, saya terkesan,” ujar Prabowo. #PrabowoPeduli #kerjasama",laporkan presiden tindakan bersyukur mendengar langsung bupati ditangani terkesan prabowo prabowopeduli kerjasama,1
780,positive,"Ditanya Urgensi Pangkat Deddy Corbuzier, Mahfud: Pak Prabowo Lebih Tahu | Republika Online - Republika  #PrabowoUnggul #BangkitBersama",urgensi pangkat deddy corbuzier mahfud prabowo republika online republika prabowounggul bangkitbersama,1
781,positive,"Spill capres pakai bahasa inggris. Maaf untuk om @ganjarpranowo dan Tante @puanmaharani_ri Capres terkuat 2positive24 saat ini cuma 2, pak @prabowo dan pak @aniesbaswedan.",spill capres pakai bahasa inggris maaf om ganjarpranowo tante puanmaharani_ri capres terkuat 2positive24 2 prabowo aniesbaswedan,1
782,positive,Adab Prabowo Subianto Saat Diajak Satu Mobil dengan Presiden Jokowi Jadi Sorotan -   #PrabowoUnggul #BangkitBersama,adab prabowo subianto diajak mobil presiden jokowi sorotan prabowounggul bangkitbersama,1
783,positive,Berita Menhan: Adab Prabowo Subianto Subianto Saat Diajak Satu Mobil dengan Presiden ... -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,berita menhan adab prabowo subianto subianto diajak mobil presiden prabowountukindonesia bangkitbersama setyoko2positive24,1
784,positive,Adab Prabowo Subianto Subianto Saat Diajak Satu Mobil dengan Presiden Jokowi Jadi Sorotan -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,adab prabowo subianto subianto diajak mobil presiden jokowi sorotan prabowountukindonesia bangkitbersama setyoko2positive24,1
785,positive,Breaking News : Adab Prabowo Subianto Subianto Saat Diajak Satu Mobil dengan Presiden Jokowi Jadi Sorotan -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo,breaking news adab prabowo subianto subianto diajak mobil presiden jokowi sorotan prabowountukindonesia bangkitbersama prabowo,1
786,positive,5 Prestasi Gemilang Prabowo Subianto Saat Masih Aktif Sebagai Anggota Militer - Okezone News  #PrabowoUnggul #BangkitBersama,5 prestasi gemilang prabowo subianto aktif anggota militer okezone news prabowounggul bangkitbersama,1
787,positive,"Ini yg betul, bangsa ini hanya bisa diubah lewat Revolusi minimal Reformasi jilid II. Jika tidak, ya begitu-begitu saya. Kita ribut setiap hari krn merasa benar tapi dipentas yg sama, pentasnya oligarki. Kalaupun ada Anies, Prabowo juga Ganjar ini cuma pemanis. Sadarlah kawan². RT @PartaiSocmed: Kami tidak melihat ada solusi perbaikan krn KPK sudah terlanjur dilemahkan lewat revisi UU dan pemimpin selanjutnya tidak mungkin bisa mengembalikan seperti semula karena pasti akan ditolak DPR. Peluang perbaikan hanya mungkin jika terjadi revolusi atau minimal reformasi",yang bangsa diubah revolusi minimal reformasi jilid ii ya ribut karena dipentas yang pentasnya oligarki anies prabowo ganjar pemanis sadarlah kawan² rt partaisocmed solusi perbaikan karena kpk terlanjur dilemahkan revisi uu pemimpin mengembalikan ditolak dpr peluang perbaikan revolusi minimal reformasi,1
788,positive,"Prabowo memberi JANJI, Jokowi memberi BUKTI. Buka mata lebar-lebar, berfikir dengan akal sehat. Jangan terpengaruh isu SARA, kita memilih Presiden bukan Pemimpin Agama",prabowo janji jokowi bukti buka mata lebar lebar berfikir akal sehat terpengaruh isu sara memilih presiden pemimpin agama,1
789,negative,RRC Tiongkok sudah ngasih apa ke Indonesia bong @islah_bahrawi @yusuf_dumdum @psi_id @HusinShihab @GunRomli @cokro_tv @Dennysiregar7 RT @HidayatNatari: Arab Saudi Serahkan 3positive Ton Kurma dan 5positive Ribu Eksemplar Alquran  Alhamdulillah...telah diterima oleh Imam Mesjid Istiqlal Nasiruddin Amir dan akan distribusikan ke daerah2 propinsi Indonesia.,rrc tiongkok kasih indonesia bong islah_bahrawi yusuf_dumdum psi_id husinshihab gunromli cokro_tv dennysiregar7 rt hidayatnatari arab saudi serahkan 3positive ton kurma 5positive ribu eksemplar alquran alhamdulillah diterima imam mesjid istiqlal nasiruddin amir distribusikan daerah2 provinsi indonesia,0
790,positive,"Hai kak 💫 @/b_ear_9 spess psikologi dikerjain oleh sarjana psi, open buat joki : Tugas Skripsi Bimbingan konsultasi tutor Cari jurnal inter/nasional Skoring Parafrase manual 💌 bisa dm atau wa di profile",hai kak b_ear_9 spess psikologi dikerjain sarjana psi open joki tugas skripsi bimbingan konsultasi tutor cari jurnal inter nasional skoring parafrase manual dm wa profile,1
791,positive,Anies adlh pemimpin yg hebat berkata2 Tidak bohong & khianat @aniesbaswedan @prabowo @Gerindra @andre_rosiade @bumnbersatu @NasDem @PDemokrat @PKSejahtera @abu_waras @SewordTv @psi_id @alisyarief @PDI_Perjuangan @tatakujiyati @musniumar @GeiszChalifah,anies adalah pemimpin yang hebat berkata2 bohong khianat aniesbaswedan prabowo gerindra andre_rosiade bumnbersatu nasdem pdemokrat pksejahtera abu_waras sewordtv psi_id alisyarief pdi_perjuangan tatakujiyati musniumar geiszchalifah,1
792,negative,"*NAJWA SYIHAB ... mulai 2positive24 tidak perlu dan jangan pernah memilih Caleg untuk DPD, DPR, DPRD, maupun DPRRI, ingat mundur 2 Repelita, PDIP, PSI, Perindo, Golkar, dan yang dekat² koalisi dangan PDIP jangan pernah lagi dipilih caleg²nya. CARA KERJA REZIM ANAK PKI",najwa syihab 2positive24 memilih caleg dpd dpr dprd dprri mundur 2 repelita pdip psi perindo golkar dekat² koalisi dangan pdip dipilih caleg²nya kerja rezim anak pki,0
793,negative,Klo gak suka atau curiga sama PDI Perjuangan. Serbu. Rame2 masuk sana. Curiga sama PSI. Serbu juga. Masuk jd Caleg nnti buat ke depannya. #Habis2negative2Terbitlahpositive2 NekDetektif,kalau tidak suka curiga pdi perjuangan serbu ramai-ramai masuk curiga psi serbu masuk jadi caleg nanti depannya habis2negative2terbitlahpositive2 nekdetektif,0
794,negative,Monggo #tanggapan @psi_id @bawaslu_RI @KPU_ID @jokowi RT @giginpraginanto: Contoh kongkrit dari politik identitas palsu. Agama dia permainkan demi kepentingan politiknya sendiri.,monggo tanggapan psi_id bawaslu_ri kpu_id jokowi rt giginpraginanto contoh kongkrit politik identitas palsu agama permainkan kepentingan politiknya,0
795,positive,hari ini sy mw: - design nasi bakar disuru emak wkakak 😔😇😛😛 - cari tau psi unj utk meyakinkann hati enih... - kelarin nempel progress... 😞😇😔😇 - kerjainn progress pu smg selesai hr ini 🤲,saya mau design nasi bakar disuru emak wkakak cari tahu psi unj untuk meyakinkann hati enih kelarin nempel progress kerjainn progress pu semoga selesai hari,1
796,positive,Tetap jalani hidup ini melakukan yang terbaik,jalani hidup terbaik,1
797,negative,"Mantap PSI, ingat memang Lidah tak Bertulang ha ha ha nggak malu bohong melulu nie ye MERDEKA🤟👍🙏🇮🇩.",mantap psi lidah bertulang ha ha ha tidak malu bohong selalu nie ye merdeka,0
798,positive,Guerrilla Air 62ci Pro 3positivepositivepositive PSI Round P3 Paintball Tank - Black RXOMUYS,guerrilla air 62ci pro 3positivepositivepositive psi round p3 paintball tank black rxomuys,1
799,positive,RECORDING JET > MI KURPA TA HASI HOOOPI MALU Psi Universal - Making Off Oficial,recording jet mi kurpa ta hasi hooopi malu psi universal making off oficial,1
