String,Label
Istighfar Nikita Mirzani ya. Mending hapus aja foto ini @nikitamirzanimawardi_17 terlalu vulgar dan caption-nya gak bagus.selamat atas kelahiran dedek bayi yg sehat. Semoga Allah selalu jaga Nikita dan anak anaknya dan Nikita mau kontrol terhadap foto2 yg terlalu vulgar dan omongannya yang kurang baik sumpah serapah di kurangi yaa.biar dapat hati yang tenang dan nyaman hidupnya ga dilaporkan sama orang2 yang konfrontasi sama Nikita. Sudah ada anak 3. Dan setuju pas liat bisik bisik tetangga you tube kalo dapat jodoh orang bule aja. Taaaapi jangan living together.😪😪😪😪😪jangan ya nikah yg resmi aja. Pasti bisa asalkan Niki berubah yg lebih baik Allah SWT kabulkan insyaallah,bullying
Kapan punya badan begini 😢,tidak bully
Puki ya mana,bullying
Semanget bang bili 😍😍😍😍😘😘,tidak bully
Msh byk cewek lain bill😁,tidak bully
Semangat bang Bily...percayalah...rencana Allah lah yg terbaik..aamiin,tidak bully
Sukses dunia akhirat! Lebih sabar dan tawakal,tidak bully
Cari yg baru kelesssss😘,tidak bully
"Mengenai status instanya billy... apapun itu ttp km yg salah bil apapun pembelaan km... km yg menuai sendiri.. udah bagus km g di tonjok smp idung mu patah sm yg bersangkutan.. pacar di rebut aja org bisa bunuh2an.. apakabar yg udah nikah biarpun itu siri / g sah tp mrk udah tinggal 1 atap.. kl km bijaksana km suruh si perempuan itu selesaikan dl mslh nya tanpa ikut campur.. itu br namanya laki2 gagah jon.. kl yg di maksud adalah km menjarain kh.. berarti km udah 2x dzholim sm dia, perbuatan dzholim pst akan ada balasan nya.. Allahualam.. dia g mungkin spt itu kl g ada alasan.. yg salah adalah wanitanya yg sdh mempermalukan km, kel km n buat ibu km menangis... semoga km totaly 100% sadar ya & emang bener2 ud putus.. 😉😉 maaf lahir batin kl ada salah2 kata",tidak bully
"Fokus karir dan keluarga ya bang @bilsky16 ...soal jodoh mah gampang kalo udah sukses mah, semoga dipertemukan dgn wanita yg tdk memanfaatkan kesempatan",tidak bully
Brsyukur itu hny kpd Alloh swt bkn ke mahluk Bg Bill sholt doa amal dn sabar wajb krn printah Alloh swt,tidak bully
Sensasi trus. Semangat bangg,tidak bully
"Cukuplah pertama dan terakhir yaa bang @bilsky16 berurusan dengan Hukum,,, pilah2 laah mencari wanita,,, love you full sllu buat bang billy apapun yg terjadi,, ttp semangdd 👍😍",tidak bully
"Sudah saatnya kamu hapus semua fotonya hilda,kenangan burukmu",tidak bully
"Allah sayang kamu, sukses selalu bang 👏",tidak bully
"Semangat bang Billy ,jgn lupa berdoa berterima kasih sama Allah dan nyai❤️❤️❤️",tidak bully
@lila6822 aduh ini setujuh bngt mau apa pun itu namnaya di zholimi pasti ada karma yg nenanti biarkan KH masuk penjara karna gagahnya dia memebri bukti kalau dia suami HD nah entah kapan dirimu akan merasakan karma yg akan meruntuhkan rezekimu besok🙌,tidak bully
"Mudah mudahan setelah masalah ini putus bang @bilsky16 Bner bner putus sama hilda ya bang fokus ke karir. Fokus ke keluarga.. Pasti ka yoga sedih,dengan masalah yg bang billy alamin.. Semangat terus bang!",tidak bully
@lila6822 hahaha si bili total banget.rugi bandar kalo kaga nikahin hilda.sekaranh udah saling follow ya..btw keperawanan hilda bisa kembali kagak ya kalo kris d penjara,bullying
Snang2 dlu ssaat lu ya...nnt Allah sndiri yg akan mmblas lu. Prmpuan lakhnat tukang ngabisin hrta org tu mati kesenangan tu. Hrusnya prmpuan gembrot lakhanat tu yg sengsara!!,bullying
pebinor moga dpt kutuk dr allah,bullying
Sudah saatnya kamu hapus foto hilda,tidak bully
Yg sabar ya bang billy ... Semangat 😘,tidak bully
"@lila6822 stju bgt,,smoga bily cpt sadar,,dan mmlki hati nurani😇",tidak bully
@ibnujamilo ALLAH TIDAK TIDUR...SUATU SAAT KEBENARAN YG SEBENARNYA AKAN TERUNGKAP...,tidak bully
"Mulai sekarang udah bang @bilsky16 ngk usah bikin bikin status yg menyangkut tetangga, biar merka ngk nyari nyari terus Kesalahan bang billy, biar Adem cukup dengan polisi yg menghakimi,, sekarang lanjut kan perjalan mu bang @bilsky16. Untuk langkah berikut nya,, Semoga bermangfat saran nya..",tidak bully
@enzie_rafae karir ap yg mo d fokusin?????job mkin berkurang 😂😂😂,tidak bully
@hery_anti838 ya kedepannya kt kan nggak th gmn.roda trs berputar.kalo kt te2p fokus berusaha keras meraih kesuksesan yakin Alloh pst akan ksh sstu yg berkah tanpa kt duga2.yg penting usaha dulu,tidak bully
"Bg billy semangat, jgn lemah itu membuat bg billy semakin dewasa dan sabar... semakin bg billy sukses pasti ada yg selalu menguji bg billy..",tidak bully
Sabar ya @krisshatta07 semoga ntar di tuker sama si bencong @bilsky16 d bui nya,tidak bully
@ellynejohan sepi job???? Situ gak punya tv,bullying
@marlina2836 gag cuman itu tapi program p3h juga mau di matikan sm pengacara dan klientnya tapi ALLAH GAG TIDUR MALAH PROGRAM YG SEBELAH YG DI BUNGKUS 😢😢😢 SEDIH KLAU DI INGATMAH,tidak bully
@yuliadamawanti08 lah billy org biasa gag gila popularitas dan pencitraan.. Billy pendatang juga dia gag pernah ngerendahin harga diri seorang perempuan... Ktanya nikah agama maupun negara??? Kok cuman nikah siri si?? Nikah sirimah 3 bulan gag ktmu jga bisa kok cerai.,tidak bully
Ciee @bilsky16 yg uda punya pacar baru siapa sih pacar barunya bikin penasaran deh,tidak bully
Dah bil jangan lu pikirin si hilda gatau diri dia udah dibela belaiin malah putuss,tidak bully
"bily udh liat sindiran barbie kumalasari blm katanya ""mulut mu gak di sekolahin tenar gara2 abng mu padahal aslinya bodoh""",tidak bully
"kemana dulu fans bily yg banyak banget sering belain kalau bily di bully, sering bikin tti di twitter tiap hari..",tidak bully
"Jauhi masalah Bng, ga baik jg blas. toh di blas jd salah jg rugi. moga sukses ...",tidak bully
Kak @bilsky16 udh putus ya sama pacar?,tidak bully
Sudah saatnya kamu hapus foto hilda,tidak bully
Semangat bang Bily...percayalah...rencana Allah lah yg terbaik..aamiin,tidak bully
Sabar bro @bilsky16,tidak bully
@khayla_najamah dia kn urat malunya dah putus 😀,bullying
Editnya kebangetannn aslinya mah blunderrrr seblunder kelakuannya,tidak bully
"kecantikan itu bukan dari wajah tapi dari hati, sebagai sesama wanita kami pengen lihat kak hilda ga cuma cantik di luar tapi juga cantik di hatinya.",tidak bully
Tante girang,bullying
Orang orang yg gmgin @hvkhildavitriakhan Hnya orang orabg yg gak ada kerjaan😁😁😁 cm bisa ny ngehujat orang.. Coba suruh ngaca dlu😁😁 emg udh pd bagus apa kelakuan sm ahlak nya bisa nya cm ngomentrin orang.. 😂😂 dosa dosa nya @hvkhildavitriakhanTerhapus seiring kalian srg menghujat dan menjahati nya.. Dn orng yg terdzolimi derjata nya akan terangkat d mata allah.. Dan dosa dosa ny terhapus😇😇,tidak bully
"Awal ny bilang tidak ada pernikahan, skrg menikah tp d d bawah paksaan dn d bawah umur?? Dunia hanya sementara akhirat selama nya",tidak bully
Ehhh tante tante lg selpong😂😂😂😂 umurnya berapa tante maaf serius nanya ini,tidak bully
Asli mukaknya kan kayk tampi beras si @hvkhildavitriakhan,bullying
Pertanyaannya...wkt kamu ijab qabul itu km tau gk kalo wali mu bukan ortumu kan? Dan tau kalo di alm. Kan tho? Kmu pasti tau dong,tidak bully
"@riyann__hann bener sekali, tidak mau menjadi wanita tehormat.",bullying
@nen91ndra wajah difoto ama ditv beda ya say😄,tidak bully
Sexy kak,tidak bully
Wooooiiiiiii. Pada seneng kl ngebuli orang. Ngaji ngaji sana loh,tidak bully
"Kak kok kayak org turki.. Yg filmnya sultan"" itu yachh... Sapa sih lupa nama aktornya heheh",tidak bully
Editannya tebel bgt astagfirullah dunia penuh tipu tipu,bullying
"Terbuka amat neng, di tutup gih biar lebih adem.",bullying
Jangn menjatuhkan orang koreksi duklu diri masing*uda sempurna apa belum ingat mulutmu harimau mu berkomentarla dengan baik dan bijak,tidak bully
@melinfzn di ig aja udh kliatan kok klo muka dia kotak,bullying
Miris..keturunan pakistan kok umbar tubuh...kalo di negara bpknya sudah di rajam x u @hvkhildavitriakhan,bullying
segar nih diem di kamar gua,tidak bully
Kak boleh kasih tau gak softlens nya beli dimana? Minus gak kak yg kakak pakai? @hvkhildavitriakhan 🙏,tidak bully
Lahiran 95? Kirain lahiran 88 wkwk,tidak bully
"mg mg tau yg sbnrny klo gk mnding tdk ush ngebegoin org lain .. yg prlu anda ktahui ORANG YANG MENJELEK2KN ORG LAIN TANPA TAU YANG SEBENARNYA , BIASA NYA DIA SNDRI YANG ORANG BODOH . sndrinya yg bodoh org lain yg d bego2in .. gk hbis pkirrr",tidak bully
Secantik apa pun anda... tapi hati anda tidak cantik,bullying
Kk pke baeuty plus ya... Soalnya aku juga sering pake sama persis ... Biar kliatan cantik2 gituuhh..,tidak bully
Lucuuuuuu ahhh lucuuu.lucuu bangettttt🤣🤣🤣🤣,tidak bully
Basi basi,tidak bully
Ngakak masih aja usaha biar di gubris ama jurnalisa 🤣🤣 ga punya muka banget daah,bullying
Kasian banget sih lu ga di gubris sama sekali sama teh @risa_saraswati .,bullying
Bodo amat lu muka oplas,bullying
Sian deh lu gak pernah piknik ya? Gak pernah keluar negri kwkwkwkw kasian. Gak diladenin teh risa tuh 😂 foto lu ajh gak pernah ada yg keluar negri 😂 paling luar kota,bullying
Mbak mas saran aja ya. Alangkah lebih baik kalau mau bikin konten dipikirkan lagi dahulu baik buruknya. Dipikirkan bagaimana orang tua serta keluarga besarnya. Apakah akan membawa kebaikan atau sebaliknya. Saya yakin mbak mas sudah dewasa dan bisa membedakan mana yg baik dan buruk. Terima kasih semoga dibaca dan direnungkan kembali,tidak bully
"Nggak d gubris,ulangin lagi 🤣😆,bego smpe DNA",bullying
🔥 muka lo juga SAMPAH CUY @reyutami,bullying
Taik ih pasangan ini,bullying
Gilani,bullying
Seharusnya hargain dong gblg lonte🤣,bullying
"Pansos banget demi masuk TV dan dapet subscribe yg banyak,gak malu banget jadi org iww",bullying
"HhhMmmmmm jalan jalan ke belanda, BACOT ANDA🤧 pansos memek",bullying
Sudah sepi dan mulai ingin terkenall lagi sepertinya wkwk,bullying
Kasian ii.... Banyak makian... Harus di rukiah kayanya... Biar otaknya gak sengklek...,bullying
Jangan cmn bnyk bacot doang kalo berani mah langsung aja ketemuan ama @team.jurnalrisa trs uji nyali dah langsunggg *kalo beranii hahaha.,bullying
Gamau busuk mulutmya,bullying
SAMPAH,bullying
Sensasi bukan prestasi,bullying
Ga digubris ama risanya ya wkwkkkw.. Kasian bangett yaa dah nyinyir ga diwaro.. Pansos2.. Butuh bayar cicilan,bullying
"Ni orang pansos mulu , ngaca",bullying
Bukan gempi yg berterima kasih sama biji wijin tp mamaknya 🤣. .,tidak bully
"Wajan wajan 😅🤣 nikah aja sono dgn wajan, kan udh sibuk tu, gempita ikut papa @gadiiing aja 😍😍😍 yg selalu ada dan gak pernah ngeluh untuk anaknya sendiri, gak macam mami nya derama terussss 😅🤮🤮🤮🤮🤮",bullying
MEMALUKAN,bullying
Maklum Mma @gisel_la kan lagi masa puber k2 mkanya lupa diri gitu 😂,bullying
Ujung2 nya wijen mlu yg dibwa2 😜gk punya kerjaan x ya tu si wijen ngintil mlu Kya prangko🤣🤣😜,tidak bully
Udh kecintaan bgt bangga dia pacaran ama wijin 😅,tidak bully
"Pengorbanan itu saat istri tidak ada rasa Cinta lagi ke suami, tp ttep bertahan demi Anak. Jangan banya pencintraan.",bullying
Wkwkwk komenya seruuuuu...bisa tdur ga ya sigisel dijulidin bnyk org,tidak bully
mama isel semangat terus ...,tidak bully
"gisel jadi artis yg banyak haters skr ya, kecepetan sih pacarann nyaaaa kaya abg aja yg bru putus lgsg dpet 😂😅",bullying
Cantik sekali Gempi & mama Isel,tidak bully
Dia mash punya bapak kandung knp bukan bapkny yg di tag ucapin maksh 😩😩,bullying
Itulah wanita yang hebat,tidak bully
"😂😂😂😂.. PALING BENCI SAMA ORG BASA BASI BUSUK! TO THE POINT AJE KELEUS: "" THANK YOU SAYANG CINTAKU DIMASA PUBERTAS UNCLE WIJEN"". PERDANA NIH GW JULID! SUER 😂😂😂😂",bullying
"Terus??? Sdh kewajiban orgtua khususnya ibu utk slalu mendampingi anaknya..berterima kasihlah sm gading,krn ttp bs jd papa yg baik smp detik ini buat gempi..gamau sentimen tp liat gisel lama2 lebay&alaynya ngelebihin abg aja deh🤭",bullying
Bajunya baguss👍,tidak bully
Gamalu ya mama isel bikin caption begitu ?? Biar gempi makin deket atau gmna ??,bullying
"Lagi kasmaran pasti bilang support dan nasihat..klo dah jadi nikah blg byk tekanan dan dikekang berasa ga cocok lg, ..welewele",bullying
Maha benar netizen dgn segala kenyinyirannya 🙌🙌🙌,tidak bully
Wow keren pakai baju khas kalimantan,tidak bully
Najis,bullying
anaknya imut ibunya cantik😊😊,tidak bully
Positif apaan @millencyruspositif hamil lu?,bullying
"“Tatkala datang azab Kami, Kami jadikan negeri kaum Luth itu yang di atas ke bawah (Kami balikkan), dan Kami hujani mereka dengan batu dari tanah yang terbakar dengan bertubi-tubi.” (QS. Hud: 82). Kami jadikan bahagian atas kota itu terbalik ke bawah dan Kami hujani mereka dengan batu dari tanah yang keras. (QS. Al-Hijr: 74). “Yang diberi nama oleh Rabmu untuk membinasakan orang-orang yang melampaui batas.” (QS. ad-Dzariyat: 34).",tidak bully
Menjadi diri sendiri atau menuruti nafsu diri?,bullying
"Gak ada positifnya sama sekali? Macam mana kalo anak gue ikut""an kaya lo? Naudzubilah. Yg bikin berita ngaco !!! 😢",bullying
"Malah jadi orang lain, bukannya jadi diri sendiri. Tobatlah Sarmilen.",bullying
"Males ama org kek bgini, biasanya slalu nyusahin orang terdekat . Kasian kan jadi nya 🙁",tidak bully
Menjadi diri sendiri bukan berarti Merubah Jati Diri❤️❤️,bullying
"diri lu sendiri aja negatif,gada positif2nya",bullying
"maaf, jd diri sendiri bukan dgn cara melawan takdir 🙏",bullying
@millencyrus Apa yang positive? Kamu influencer yg akan merosak cara pemikiran generasi2 baru...come on man.. #baikot,bullying
Mantul beb💕,tidak bully
katanya jadi diri sendiri... 😆 tapi kok berubah jadi wanita...,bullying
"Udah laki makin dikit, ini yg laki pengen jadi perempuan. Coba kalo milen jd cowok tulen betapa gantengnya kao milendaruuu😮",tidak bully
"Jadi diri sendiri apaan coba?tubuh kamu operasian smua.kluargamu sampek malu gara2 kamu.istighfar say,,,jangan bikin indonesia ngakak baca igmu🤣",bullying
"Lbih tepat nya jadi laki yg gak tau diri bukan diri sendiri,,aaah dasar kentut setan",bullying
jadi diri sendiri ya jadi laki laki dong mas nya:((,bullying
"Kalau menghadirkan konten positif, bajunya di kondisikan ya kak, jgn pke baju trlalu minim dan terlalu kecewean, back to ur self... Dan jd lakik yg sebenarnya..",bullying
otak kau masuk angin. Makanya makan nasi kau jgn makan bangke 😅,bullying
"Hahaa ini mah salah besar artikelnya,menjadi diri sendiri,emang lu udah jadi diri sendiri,ngaca,lu laki-laki apa perempuan.",bullying
Conggggg bencoooongg,bullying
Anjir mukanya serem,bullying
Tapi kelamin dan dadamu palsu 🤭,bullying
Itu selakangan item amat kek ubin bengkel🤣,bullying
Mereka termasuk aku itu bukan haters millen. Kami cuma menasehati kamu aja. Gmn kodratnya mjd lakilaki.. tp ini kan hidupmu. Pilihanmu sendiri... kami cuma sekedar memberi tau😊😊,tidak bully
Najis,bullying
Gausa dengerin org2 kak 🙏 menurutku kakak hebat bisa punya keberanian dan ekspresiin jati diri kakak yg sebenernya. Sebenarnya trans-gen ud banyak kok dimana2 dan umum😃,tidak bully
Kayak selangkangan mimiperi .. 😅😅 item burik,bullying
"Ini banyak yg cibir loh pdahal, mentalnya kuat amat (ini bukan pujian)",tidak bully
Dekil,bullying
Kenapa si harus terobsesi bgt pengen kek kylie? Jauh dek. Bagaikan langit dan bumi please tolong bgt. Sedih liatnya :(,bullying
Gilaaa umur baru 18thn aja gayanya kaya yg dewasaa . Tuaa bngt .menorr bgt ih @aurelie.hermansyah,bullying
"Ni orang cantik bgt kl udh dpoto, tp kmren gua ada liat aslinya d mall ga makeup an astagfirullah gue brsa ketipu 😰",bullying
Cocok deh kayak tante yang ada di club gitu,bullying
Malulah sama mas anang keliatan tu belahannya,bullying
"Dada kok diumbar umbar, berasa gaada harganya",bullying
Lagi2 dadanya keliatan knapa ga ditutup aja kan lebih bagus&cantik,bullying
kaya tante2 nda cocok sama umur dandanannya,bullying
Aduh it terlalu aurel itu anak durhaka .dl aja ibu kandungnya dijelek2 kik,bullying
Anak durhaka,bullying
Makeup nya menor gak sesuai umur.. Apalagi lipstik sama alis selalu cetar jadi kayak tante2 😑,bullying
Kayak tante hahha,bullying
"Tuanya kau @aurelie.hermansyah kaya tante"". Padahal umurnya baru 19 tapi penampilan umur 29. Astagfirllahwalazim",bullying
Aurelie....foto dong sama miminya seperti dgn bundanya kasihan miminya apalagi jarang kumpul dgn miminya...foto bersama n nyanyi bersama tunjukkan sayangnya ke mimi seperti sayang ke bunda..biar bagaimanapun mimi ibu kandung...sayangnya harus sama..,tidak bully
Gak ada bedanya ya... Seumuran kayak ibu2 berdua,bullying
Tutuplah aurat mu. Siksa neraka lebih dahsyat dibanding pujiam di dunia,bullying
"Ini mah Adek kakak ,,,, sok asik aja ngaku nge rasa ibu & anak",tidak bully
Jadi ank kok gt amat rel. Ibunya ultah ga di ucapin di posting.makin ilfil,tidak bully
"Bayangin deh gmna perasaan mimi kalau sikap kaka kyk gtu...punya hati gak sih? Gue aja nih yah orng lain ngeliat kamu kayak gini. Kok nyesek gitu. Please, hargai ibumu mumpung masih hidup biar gmna dia ibu yg melahirkan kamu.. Stidaknya posting photonya kek biar bahagia.. Jangan bunda truss yg d posting.. Miriss",tidak bully
"pendendam bgt,padahal sama ibu kandung sndri.dluar sana masih banyak lbh dari kamu masa lalunya,tp mereka luluh dan terima.ingat ibu kandung,dewasa dong.",tidak bully
Kok lebih mudaan bunda sih drpd kak uarel 😓,tidak bully
Apa nggak sesak nafas yaa pake baju super ketat gitu??,tidak bully
Kok tuaan dia ya 😐,bullying
"Lol, makin ke sini makin kayak tante-tante tau gak, gue ngerasa masi sopanan ashanty ketimbang si aurel",bullying
Ud mcam tante2 kmu rel..lbih muda lg bunda mu ashanty..kmu ngk cocok berpakaian kyk getu krn kmu msh ank remaja tanggung,bullying
Aduh jijik banget ngeliat nya pasti anak laki laki yang matanya buta pasti pikiran nya pada g bener mangakanya kalo g mau bikin laki lali tambah ketagihan pakai lah pakaian yang panjang lebih pasti tertutup auratnya ga baik menjijikan,bullying
tete km di suntik aja biar gedean,bullying
Diiiih norak bngt kyk cabe2an aja lo..,bullying
Aurel aurel... apload foto tt yg sopan dikit napa... jelas2 di sosmed bnyk banget hacker yg berkeliaran... nanti di bully lg kamu ny,bullying
Maaf ya kaa terlalu seksi bajunya terus sama krg sesuai umur berpakaianya semoga kaka aurel bisa memahami memakai baju yg tepat dan sesuai umur😄,bullying
 <USERNAME> TOLOL!! Gak ada hubungan nya keguguran dgn pake hijab syar'i yg lo bilang bayi nya kepanasan didalem gak ada hubungan nya woyyyy!! Otak sama jempol lo gak singkron sih ya jadinya asal nulis komentar!,bullying
Geblek lo tata...cowo bgt dibela2in balikan...hadeww...ntar ditinggal lg nyalahin tuh cowo...padahal kitenya yg oon.,bullying
Kmrn termewek2 skr lengket lg duhhh kok labil bgt sih mbak kya abege ajah ato yg kmrn cari sensasi biar top markotoppp ertong gk berkualitas,bullying
"Intinya kalau kesel dengan ATT nya, gausah ke anaknya juga. Kasian buat perkembangan psikis anak kedepannya. Itu orang bener bener tolol, skrg seandainya dia punya anak, terus anaknya dikatain sama orang yang benci sama dia, gimana perasaan dia ? Benci sama seseorang boleh, tapi harus tau batesnya ?? toh namanya manusia, gaakan semua jadi penyuka, pasti ada haters ??",bullying
"hadewwwww permpuan itu lg!!!!sakit jiwa,knp harus dia yg jd peran utama di film hantu jeruk purut,ky khabisan stok Artis ja",bullying
"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayagni. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapake nya aja bener didiknya",bullying
"kebiasaan balajaer nyampah d ig para artis..suka2 yg punya ig lah mau bikin caption apa,kok balajaer yg heboh dan asik ceramahin yg punya ig.tar lama2 d bikinin lagu sm teh melly loh balajaer yg berjudul""ketika balajaer bersabda""demi seonggak koin laknat nya.balajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda d rt nya gigi.duh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apa.minus segala2nya!lagi masih d bela mati2an,pd sakit jiwa",bullying
krn sebagian besar rakyat indonesia itu bodoh. Tdk bisa membedakan mana yg baik mana yg buruk. Sdh tau prilaku buruk tdk tau sopan santun itu yg dipilih jd panutan. Lebih mengidolakan yg murahan dr pd yg berkelas dan ber etika,bullying
ayu janda bego pny suami kpn nikah laginya?,bullying
"Anyiennnnggg.. Suaranya ancur banget, lebih merdu tukang gorengan",bullying
"Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids",bullying
"Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck",bullying
 <USERNAME> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mna kata aku yg ngina??? Bego dipelihara??????,bullying
Jijik liatnya suer deh minceeee,bullying
"Emang bukan hal tabu ciuman gitu (iya emang) tapi yg bikin eneg itu ""PENCITRAAN"" nya yg sok alim sok baik sok bijak dan sok sok yg lainya. Seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan. Bukan sok alim atau sok suci serius!",bullying
"Yg jd masalah disini adalah 1. mereka ciuman dpn org bnyk yg SEHARUSNYA sih punya rasa MALU, kecuali mgkn lg mabok jd gak ada rasa malu. 2. Mereka berteman?? Helooow sebuah pertemanan tdk akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lbh dr teman lah itu. Dasar Kelakuan Kids jaman now yg emg bego, bukan krn kebanyakan micin lho yah ??",bullying
Anjing nya ngamuk..hidup kok dmana2 pny musuh..udh kliatan mna yg baik dan bukan..org baik ga pny byk musuh..,bullying
" <USERNAME> ahhh katanya jaga ucapan, lahh ucapan dia ngk dijaga sendiri.. dasar munafik.. dasar betina zaman now ellu kali yangg kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun",bullying
" <USERNAME> yaa ampun ini upil naruto,, kata2nya makin mencerminkan klo dia yg sebenarnya pecun.????pengalaman banget lu yaa. Kesian. Gua jadi prihatin. Mati aj deh lu. Ngotorin dunia manusia macam kau.??",bullying
"Cuman jual goyangan yak, suara macam taik...",bullying
Kasian ih nyari uang sampe segitunya,bullying
anjir tontonan yg sangat tidak bermutu!,bullying
"Dlu inul goyang ngebor baju ketat dcekal. Hrs ny ni jg dg sgja goyang dada mulu, suara ga sbrpa. Mrsk moral ank muda yg nnton bawaannya nafsu aja nanti ????",bullying
Pnyanyi dangdut yg ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada,bullying
"Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi",bullying
"Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya",bullying
S lonte ini bkn sensasi ngjak ribut org mulu sampah,bullying
Kayak banci dh mirip nenek2 pny cucu . Mw di operasi di mua top ttp aj klo asli ny g cantik luar dlm..,bullying
Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,bullying
Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,bullying
"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",bullying
bencong rombeng.menjijikan!!!gay jg.,bullying
"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",bullying
Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,bullying
"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",bullying
ngomong aja belepotan banyak gaya lu bencong,bullying
Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,bullying
Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,bullying
Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,bullying
"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",bullying
"Manusia laknat, matinya di apain ya",bullying
Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,bullying
Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,bullying
Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,bullying
Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,bullying
"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",bullying
Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,bullying
"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",bullying
"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",bullying
"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",bullying
Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,bullying
Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,bullying
